power,cruise speed,bandwidth,quality,illuminance,smoke intensity,obstacle size,obstacle distance,firm obstacle,req_0,req_1,req_2,req_3,req_4,req_5
49.0,3.7596,41.7263,0.0,116710.4499,2.0,102.7738,6.7837,1.0,True,True,True,True,True,True
64.0,4.032,46.0984,1.0,111067.5051,1.0,69.8144,0.1612,0.0,False,True,True,True,True,True
78.0,0.9163,42.743,2.0,35925.3855,2.0,27.2297,7.0365,1.0,False,False,False,True,True,True
81.0,1.0892,16.282,2.0,41486.5561,2.0,96.8433,8.6311,0.0,False,False,True,True,True,True
7.0,1.2747,36.2769,2.0,62267.2301,0.0,66.1692,7.5901,1.0,False,True,True,True,True,True
97.0,2.6265,24.7822,0.0,31750.1183,2.0,82.7015,7.5621,0.0,False,True,True,True,True,True
94.0,3.1041,24.7497,2.0,33345.6281,1.0,11.2763,6.3436,0.0,False,False,False,True,True,True
84.0,0.6276,46.8579,1.0,108798.108,0.0,9.3443,1.4391,0.0,False,True,True,True,True,True
73.0,3.9692,18.2014,2.0,21182.3718,2.0,12.6077,7.0825,1.0,False,True,True,True,True,True
36.0,3.1082,42.1754,0.0,48280.4465,0.0,31.787,9.6335,1.0,True,True,True,True,True,True
70.0,3.1179,43.79,0.0,109249.57,1.0,86.3468,5.3114,0.0,True,True,True,True,True,True
34.0,4.5634,30.9136,0.0,26093.4863,1.0,89.186,2.4085,1.0,True,True,True,True,True,True
4.0,0.4582,31.9004,2.0,92450.7412,0.0,37.7455,3.2585,0.0,True,True,True,True,True,True
25.0,4.2733,15.8823,0.0,88456.667,0.0,61.1791,7.4462,0.0,False,True,True,True,True,True
25.0,3.9776,30.369,0.0,102308.1841,2.0,98.6108,8.9798,0.0,True,True,True,True,True,True
73.0,3.5006,29.136,0.0,665.9126,2.0,86.7077,9.955,0.0,False,True,True,True,True,True
0.0,2.2056,40.1388,1.0,2174.5351,0.0,97.0805,9.1705,1.0,True,True,True,True,True,True
40.0,1.4792,31.8799,1.0,39492.9865,1.0,96.1354,3.3387,0.0,True,True,True,True,True,True
11.0,4.655,29.6588,2.0,76261.9626,1.0,12.3181,8.5426,0.0,False,False,True,True,True,True
27.0,2.9315,23.1462,2.0,75732.1508,2.0,12.4352,8.9546,1.0,False,False,True,True,True,True
13.0,2.5135,11.036,0.0,43625.2207,0.0,9.9188,0.7977,1.0,False,False,True,True,True,True
84.0,2.944,33.9089,1.0,39696.9383,1.0,70.0229,4.1058,0.0,True,True,True,True,True,True
23.0,2.2944,36.6421,1.0,84667.4256,2.0,93.2466,1.2799,0.0,True,True,True,True,True,True
54.0,3.4498,26.1013,1.0,107715.6725,2.0,57.9847,9.616,1.0,True,True,True,True,True,True
66.0,3.5914,26.5694,0.0,64487.375,0.0,108.2693,8.442,0.0,True,True,True,False,True,True
35.0,1.3226,18.6673,0.0,48471.9646,0.0,69.5722,5.3031,0.0,True,True,True,True,True,True
29.0,1.0264,31.9287,2.0,86820.9766,1.0,57.7107,5.5738,0.0,False,True,True,True,True,True
95.0,3.1318,46.036,2.0,61098.0248,2.0,79.4907,3.6744,1.0,True,True,True,True,True,True
28.0,4.6264,24.5377,1.0,41893.5453,2.0,36.255,8.4995,1.0,False,False,False,True,True,True
30.0,2.0399,13.9985,0.0,4887.4754,2.0,44.1507,9.1053,1.0,True,True,True,True,True,True
56.0,0.5428,40.0448,0.0,18360.7833,0.0,47.075,4.197,1.0,True,True,True,True,True,True
50.0,0.3446,41.8221,1.0,77118.9269,2.0,8.0396,8.0167,1.0,False,False,True,True,True,True
36.0,0.4502,11.1131,0.0,71610.3042,1.0,88.4838,5.587,0.0,True,True,True,True,True,True
98.0,1.7175,43.3428,0.0,100233.4649,2.0,112.5201,5.536,0.0,True,True,True,True,True,True
1.0,0.5905,14.9601,1.0,110010.0656,1.0,22.3671,3.3472,1.0,False,False,False,True,True,True
10.0,4.6218,17.4949,0.0,91016.5789,1.0,70.0707,9.8957,0.0,False,False,True,True,True,True
61.0,4.7283,48.3044,1.0,44240.4796,0.0,11.9449,1.6975,1.0,False,True,True,True,True,True
94.0,2.3994,27.1576,1.0,93501.4607,0.0,115.0376,2.8091,0.0,True,True,True,True,True,True
53.0,0.5895,31.5739,1.0,36023.0425,2.0,97.1785,5.6411,0.0,True,True,True,True,True,True
98.0,0.0702,49.3075,1.0,11546.0842,1.0,20.409,9.8508,0.0,False,False,True,True,True,True
94.0,3.877,48.5967,1.0,42801.1938,1.0,61.4537,5.3144,1.0,True,True,True,True,True,True
39.0,1.9287,42.4798,1.0,97333.2486,0.0,88.4733,0.5054,1.0,True,True,True,True,True,True
31.0,1.73,47.6318,1.0,42190.2479,0.0,118.4787,7.5614,0.0,True,True,True,True,True,True
65.0,2.8943,29.2104,1.0,26120.6955,2.0,53.5526,5.447,1.0,True,True,True,True,True,True
44.0,4.4278,49.3381,2.0,109372.9413,1.0,1.8207,0.7683,0.0,False,True,True,True,True,True
91.0,2.1725,28.543,1.0,94991.9033,0.0,20.3878,2.1919,1.0,False,False,False,True,True,True
45.0,0.4136,20.4765,0.0,15721.0017,1.0,43.8052,4.9661,1.0,True,True,True,True,True,True
57.0,3.1868,45.9659,0.0,38235.9206,1.0,36.2741,4.7808,1.0,False,True,True,True,True,True
39.0,4.6346,48.1706,2.0,71884.372,1.0,78.4693,1.8451,0.0,False,False,True,True,True,True
3.0,4.1117,15.4734,1.0,2841.0459,2.0,48.396,9.2621,0.0,True,True,True,True,True,True
43.0,4.3476,15.0591,2.0,71129.3331,2.0,30.4405,5.7857,1.0,False,False,False,True,True,True
32.0,1.2304,20.8019,0.0,72925.7055,1.0,63.6528,0.8438,1.0,True,True,True,True,True,True
57.0,0.6164,35.117,1.0,56168.4213,1.0,43.8517,3.8804,0.0,True,True,True,True,True,True
39.0,2.8779,39.182,2.0,56773.8698,0.0,83.0531,6.1603,0.0,True,True,True,True,True,True
23.0,3.1069,37.5077,2.0,44503.9005,1.0,73.0391,1.7881,0.0,True,True,True,True,True,True
92.0,2.8511,12.4861,0.0,52399.1998,1.0,29.7346,4.2691,1.0,False,False,False,True,True,True
30.0,3.578,44.515,2.0,60764.9111,1.0,2.6486,0.6643,1.0,True,True,True,True,True,True
23.0,4.3663,25.0484,1.0,80274.5202,1.0,49.0648,6.5859,0.0,True,True,True,True,True,True
77.0,0.9366,34.2773,2.0,90382.9655,2.0,11.9759,5.424,0.0,False,False,True,True,True,True
68.0,3.1622,14.3982,1.0,19450.6643,2.0,4.3386,9.992,1.0,False,True,True,True,True,True
82.0,0.6437,30.5379,1.0,91266.5205,0.0,10.0558,4.8577,0.0,False,False,True,True,True,True
79.0,1.641,18.8089,2.0,101439.4631,0.0,7.8911,8.6349,0.0,False,True,True,True,True,True
79.0,2.8751,12.7533,0.0,69077.6171,2.0,32.4456,4.6425,1.0,True,True,True,True,True,True
28.0,0.1665,14.5796,1.0,14860.1897,1.0,110.8817,9.1783,1.0,False,True,True,True,True,True
20.0,3.8469,42.6985,0.0,58641.0069,0.0,99.4676,6.5314,1.0,True,True,True,True,True,True
90.0,2.7466,41.2606,2.0,25574.8685,1.0,113.2169,2.7717,1.0,True,True,True,True,True,True
49.0,1.0238,48.283,2.0,14931.1413,1.0,13.1894,1.2418,0.0,False,False,False,True,True,True
16.0,4.9938,35.1559,1.0,8288.1696,2.0,70.7908,0.8344,0.0,False,False,False,True,True,True
60.0,4.3182,39.8456,1.0,59864.9161,1.0,95.31,5.0828,0.0,False,False,True,True,True,True
77.0,3.7583,27.824,1.0,56111.3363,2.0,63.6737,4.126,1.0,False,False,True,True,True,True
90.0,0.7864,18.311,0.0,66082.2077,1.0,116.6427,3.0688,0.0,True,True,True,True,True,True
48.0,0.2472,37.1081,1.0,21601.2351,0.0,31.68,2.2396,1.0,False,True,True,True,True,True
100.0,4.6622,34.8958,2.0,108807.7781,0.0,80.8153,9.2992,0.0,False,False,True,True,True,True
6.0,2.1921,35.3638,0.0,21355.3665,2.0,105.8304,1.5859,0.0,True,True,True,True,True,True
29.0,2.2259,35.8,0.0,100594.2155,0.0,27.6322,0.516,0.0,False,False,False,True,True,True
45.0,2.7147,10.6965,1.0,1318.9794,0.0,3.1325,7.6197,0.0,True,True,True,True,True,True
7.0,3.003,21.3896,0.0,18876.7768,1.0,21.4592,7.9764,1.0,False,False,False,True,True,True
40.0,0.195,42.1951,1.0,75768.3106,1.0,100.6063,8.729,0.0,True,True,True,True,True,True
12.0,2.2468,26.0236,1.0,87578.1702,0.0,39.6581,9.0173,1.0,True,True,True,True,True,True
61.0,3.4915,38.9819,0.0,66685.8077,0.0,64.2733,3.5086,0.0,True,True,True,True,True,True
60.0,4.0654,29.2281,2.0,103416.8768,2.0,52.7693,6.7868,1.0,False,False,True,True,True,True
81.0,4.9007,44.5103,1.0,97856.3385,0.0,101.6126,8.3339,0.0,False,True,True,True,True,True
34.0,2.1466,44.1607,2.0,23808.7106,0.0,38.7183,8.8571,0.0,False,False,True,True,True,True
9.0,0.4337,30.2842,1.0,73340.5222,2.0,0.5838,9.5208,1.0,True,True,True,True,True,True
17.0,0.0719,45.4944,1.0,76327.3813,1.0,96.3446,0.8102,0.0,True,True,True,True,True,True
87.0,2.2621,31.9055,0.0,10042.9215,0.0,34.2412,9.8056,0.0,False,False,True,True,True,True
23.0,1.0672,19.7069,1.0,2397.5849,2.0,42.2498,5.7093,0.0,True,True,True,True,True,True
49.0,1.0231,15.2901,2.0,10150.4023,2.0,12.0908,3.3507,1.0,False,False,False,True,True,True
22.0,2.1793,32.5368,2.0,42752.0512,1.0,75.0992,3.0194,0.0,True,True,True,True,True,True
63.0,3.0938,41.2916,2.0,18538.491,1.0,54.4839,0.2917,0.0,False,True,True,True,True,True
45.0,1.8988,10.3641,0.0,10696.9013,0.0,99.5217,3.2862,0.0,True,True,True,True,True,True
68.0,4.4556,24.299,1.0,71687.6307,1.0,53.1565,7.9501,1.0,True,True,True,True,True,True
39.0,0.0278,43.8033,2.0,43947.7878,0.0,83.4388,3.8174,0.0,True,True,True,False,True,True
100.0,4.8755,35.1279,1.0,25312.7653,1.0,119.6845,7.5035,0.0,True,True,True,True,True,True
93.0,1.8406,47.0311,2.0,101525.7471,1.0,21.4304,6.0518,1.0,False,False,False,True,True,True
76.0,0.6014,10.3254,1.0,12742.7524,0.0,86.5174,5.5814,1.0,True,True,True,True,True,True
14.0,1.7449,19.602,2.0,64748.0851,1.0,101.8465,0.3513,0.0,False,True,True,True,True,True
49.0,0.5786,49.7404,2.0,32969.2822,2.0,108.0358,8.629,0.0,True,True,True,True,True,True
82.0,3.226,41.0409,2.0,98065.6934,2.0,90.4344,6.6669,1.0,False,False,True,True,True,True
14.0,1.4215,17.1558,0.0,114863.289,2.0,111.5975,0.0062,0.0,False,True,True,True,True,True
3.0,2.1468,37.0074,0.0,38308.1608,0.0,97.0108,4.2441,1.0,True,True,True,True,True,True
100.0,1.1697,13.9077,2.0,21987.326,1.0,73.4199,4.8001,1.0,False,True,True,True,True,True
64.0,2.6326,43.4991,1.0,96120.9024,1.0,105.4078,6.1336,0.0,True,True,True,True,True,True
92.0,1.1817,43.3228,2.0,22965.0906,1.0,9.9684,9.469,0.0,False,False,True,True,True,True
79.0,3.8507,13.4269,1.0,76501.9341,2.0,0.6252,1.0111,0.0,True,True,True,False,True,True
19.0,3.9156,36.9328,0.0,51538.4233,2.0,89.6071,6.6039,0.0,True,True,True,True,True,True
64.0,4.8088,41.1993,1.0,115889.1722,0.0,67.0906,1.3537,0.0,False,True,True,False,False,True
11.0,4.4576,17.7768,0.0,31854.6534,0.0,7.8367,0.079,0.0,False,True,True,True,True,True
99.0,2.5837,25.6363,0.0,59664.6902,1.0,97.2576,1.0929,0.0,True,True,True,True,True,True
98.0,2.8767,13.5048,0.0,12593.1435,2.0,18.1355,7.2387,0.0,False,False,False,True,True,True
25.0,3.8096,34.4232,1.0,71635.547,1.0,114.7648,3.9925,0.0,True,True,True,True,True,True
34.0,1.8189,16.4135,0.0,76734.6148,0.0,29.2386,2.9989,0.0,False,False,False,True,True,True
29.0,0.1869,30.7204,1.0,3200.9313,2.0,28.0922,0.3251,0.0,False,False,False,True,True,True
94.0,4.7909,19.4435,2.0,48858.5998,0.0,72.1944,4.931,1.0,True,True,True,True,True,True
40.0,2.2317,15.5172,1.0,101985.4531,0.0,36.6848,9.6919,0.0,False,False,True,True,True,True
72.0,2.7447,48.6698,0.0,86579.6148,2.0,62.8793,7.1692,1.0,True,True,True,True,True,True
30.0,1.5367,16.3473,0.0,78034.5662,0.0,105.4831,1.2835,0.0,True,True,True,True,True,True
34.0,4.5322,38.4579,0.0,33893.0726,0.0,41.4743,2.7005,0.0,False,False,True,True,True,True
99.0,0.5311,12.9501,0.0,93803.9061,1.0,16.5198,8.1894,0.0,False,False,False,True,True,True
68.0,4.1668,40.9861,1.0,80453.3903,1.0,103.8166,2.6478,0.0,False,True,True,True,True,True
61.0,4.9725,34.6689,0.0,31486.352,0.0,43.5081,2.2848,1.0,True,True,True,True,True,True
84.0,1.2795,26.5662,2.0,49716.5888,0.0,74.0304,8.104,1.0,True,True,True,True,True,True
81.0,0.36,47.5189,1.0,29926.1912,1.0,96.8195,8.3575,0.0,False,True,True,True,True,True
62.0,3.3372,48.4688,1.0,97337.3225,2.0,27.5647,7.3147,0.0,False,False,False,True,True,True
26.0,1.5551,19.8055,1.0,37028.411,2.0,43.394,0.2242,1.0,True,True,True,True,True,True
14.0,4.4538,37.4495,0.0,99941.0549,0.0,38.8534,0.4233,0.0,True,True,True,True,True,True
5.0,3.3061,36.2077,2.0,44207.1847,0.0,90.4364,6.2983,0.0,False,True,True,True,True,True
87.0,0.0637,40.3262,1.0,98617.5276,1.0,39.1638,5.431,0.0,True,True,True,True,True,True
73.0,0.041,43.5774,0.0,41502.5694,2.0,72.6495,3.3491,0.0,True,True,True,True,True,True
11.0,0.3352,38.0494,1.0,87601.3554,0.0,80.8135,0.861,1.0,True,True,True,True,True,True
6.0,4.7022,13.4137,1.0,40508.3294,1.0,10.5399,9.1768,1.0,False,False,True,False,True,True
42.0,1.7855,18.3244,0.0,74484.6229,2.0,27.7578,3.1817,1.0,False,False,False,True,True,True
82.0,2.8994,11.6369,1.0,59934.8555,0.0,12.2435,6.3753,1.0,False,False,False,True,True,True
45.0,1.3196,18.098,1.0,47179.9882,0.0,44.9757,8.0612,0.0,True,True,True,True,True,True
35.0,1.207,37.9443,1.0,113274.6464,0.0,101.2085,8.5977,1.0,True,True,True,True,True,True
68.0,2.6256,41.2227,1.0,34843.365,1.0,97.481,5.9796,0.0,True,True,True,True,True,True
17.0,0.8808,40.9688,1.0,83211.5181,0.0,65.7959,6.0455,0.0,True,True,True,True,True,True
8.0,3.8321,41.1214,1.0,44650.389,2.0,41.745,2.087,1.0,False,True,True,True,True,True
66.0,0.6565,29.0177,1.0,68914.5405,1.0,70.0383,4.1703,1.0,True,True,True,True,True,True
12.0,0.5411,49.3609,2.0,110273.8151,0.0,42.6581,8.1654,1.0,True,True,True,True,True,True
77.0,0.3598,35.0488,2.0,39365.4291,1.0,67.112,9.6692,0.0,False,False,True,True,True,True
88.0,0.5455,15.3568,1.0,30157.9691,1.0,12.702,9.9491,1.0,False,True,True,True,True,True
13.0,1.6794,39.908,1.0,27543.0848,0.0,21.4995,6.8535,0.0,False,False,True,True,True,True
40.0,1.68,18.3027,1.0,61827.8285,0.0,54.3122,0.1787,1.0,False,True,True,True,True,True
2.0,4.2194,17.2631,2.0,22447.4027,1.0,35.6737,6.35,1.0,False,False,False,True,True,True
13.0,1.6728,24.9236,2.0,45930.4449,1.0,27.8497,6.2236,1.0,False,False,False,True,True,True
85.0,1.9049,24.8439,1.0,24168.7129,1.0,50.7871,9.327,1.0,False,False,True,True,True,True
62.0,0.3615,30.0599,0.0,79655.9345,1.0,71.1273,4.9876,0.0,True,True,True,True,True,True
3.0,1.7204,25.9899,1.0,94809.3777,2.0,116.914,7.5525,0.0,False,False,True,True,True,True
88.0,2.3044,10.5642,1.0,13426.3198,0.0,32.0252,5.8282,0.0,False,True,True,False,True,True
0.0,0.0078,15.097,2.0,60539.496,1.0,92.9858,6.141,1.0,False,True,True,True,True,True
33.0,4.8254,10.5007,1.0,46070.0312,0.0,97.3449,4.9997,1.0,False,True,True,True,True,True
47.0,1.5721,32.5009,2.0,100520.5863,2.0,95.8735,2.2302,1.0,True,True,True,True,True,True
13.0,4.307,37.6903,0.0,13216.0598,0.0,114.2826,2.2326,0.0,True,True,True,True,True,True
95.0,4.4444,39.4937,0.0,88524.1241,0.0,24.3104,8.9055,1.0,False,False,False,True,True,True
49.0,3.4046,16.7765,0.0,13151.4112,0.0,61.0213,7.3047,1.0,True,True,True,True,True,True
81.0,1.0085,44.7891,2.0,87512.4909,0.0,9.3849,6.7313,1.0,False,False,True,True,True,True
93.0,0.092,23.2901,2.0,17269.3605,1.0,67.7831,7.0126,1.0,False,False,True,True,True,True
74.0,2.8014,25.2922,0.0,91884.6951,1.0,33.5871,7.8985,0.0,False,False,False,True,True,True
19.0,1.4427,11.2838,0.0,103302.3447,0.0,9.748,5.8742,0.0,False,False,True,True,True,True
79.0,4.8134,19.9778,1.0,33922.6853,0.0,73.6536,8.1879,1.0,False,True,True,True,True,True
51.0,3.8469,47.2578,0.0,28245.8142,2.0,107.3529,1.7271,0.0,True,True,True,True,True,True
18.0,1.1361,14.9381,1.0,69674.5011,2.0,98.4669,4.4487,1.0,True,True,True,True,True,True
76.0,3.736,22.4138,0.0,61583.9931,0.0,74.1985,6.6004,1.0,True,True,True,True,True,True
80.0,2.0812,31.0193,2.0,62675.7272,0.0,13.9553,6.5857,1.0,False,False,True,True,True,True
65.0,1.1771,43.5712,2.0,78492.9247,0.0,80.2094,1.9256,1.0,True,True,True,True,True,True
22.0,2.4027,27.6689,2.0,23731.1679,1.0,6.0758,7.0157,1.0,True,True,True,True,True,True
77.0,4.1024,40.9434,2.0,89793.9431,1.0,91.5737,1.9865,0.0,True,True,True,True,True,True
41.0,4.1646,36.2156,1.0,24989.2229,1.0,75.1876,0.4127,0.0,True,True,True,True,True,True
86.0,3.2239,17.6563,0.0,55182.5865,1.0,13.4905,7.3193,0.0,False,False,False,True,True,True
29.0,0.2195,22.7914,1.0,19211.6876,2.0,25.4019,0.6616,1.0,False,False,False,True,True,True
58.0,1.6292,11.2552,1.0,51527.9576,0.0,27.1681,4.6999,1.0,False,False,False,True,True,True
36.0,2.1793,37.4207,2.0,107920.7334,2.0,7.0965,6.4319,1.0,False,False,True,True,True,True
15.0,3.2736,19.0384,0.0,26711.5097,1.0,91.6629,1.1655,0.0,True,True,True,False,True,True
80.0,4.0288,13.2872,0.0,49554.9386,1.0,34.1532,5.9826,0.0,False,False,False,True,True,True
22.0,0.8011,25.6586,2.0,22491.8276,2.0,60.6956,6.2463,0.0,True,True,True,True,True,True
50.0,0.5882,33.2744,0.0,60.4634,2.0,31.6843,8.3855,1.0,False,False,False,True,True,True
61.0,4.2225,24.5978,1.0,117000.3584,0.0,32.7863,6.7997,1.0,False,False,True,True,True,True
39.0,2.5744,29.2119,2.0,103184.135,2.0,53.838,7.7648,0.0,True,True,True,True,True,True
78.0,4.7258,27.614,2.0,102608.6322,0.0,81.8462,6.8034,0.0,False,False,True,True,True,True
15.0,4.4112,21.947,2.0,41165.8586,1.0,16.6486,5.8968,0.0,False,False,False,True,True,True
26.0,4.5381,37.787,2.0,7744.7783,1.0,18.2066,3.3029,1.0,False,False,True,True,True,True
61.0,4.6822,22.1897,0.0,99984.1666,2.0,115.8805,0.4816,0.0,True,True,True,True,True,True
63.0,4.779,35.6276,0.0,117779.9848,2.0,116.8328,2.1457,1.0,True,True,True,False,True,True
3.0,1.6536,46.2047,1.0,83771.0715,2.0,54.1592,5.8736,1.0,True,True,True,True,True,True
98.0,3.2097,17.3286,0.0,73403.4327,2.0,8.0071,5.0971,1.0,False,True,True,True,True,True
23.0,3.3182,21.5637,1.0,40112.1294,1.0,27.0835,1.8934,0.0,False,False,False,True,True,True
17.0,1.2469,32.7584,0.0,72687.3222,2.0,56.51,2.0504,1.0,True,True,True,True,True,True
94.0,4.09,44.8689,0.0,62757.0418,2.0,27.1176,9.9451,0.0,False,False,False,True,True,True
63.0,1.919,43.8865,0.0,62597.5363,2.0,93.0292,6.446,0.0,True,True,True,True,True,True
48.0,3.4622,17.8497,0.0,70389.4234,2.0,19.695,8.7896,0.0,False,False,False,True,True,True
18.0,1.6577,38.871,2.0,16405.6423,0.0,87.825,6.673,0.0,False,False,False,True,True,True
26.0,2.3619,15.5333,0.0,32428.5731,1.0,118.2981,4.7813,0.0,True,True,True,True,True,True
38.0,4.2473,39.2867,1.0,56150.5393,1.0,65.0246,8.3669,0.0,False,False,True,True,True,True
52.0,2.3846,27.511,1.0,119869.2459,1.0,80.988,6.4722,1.0,True,True,True,True,True,True
3.0,0.5947,29.9255,0.0,60968.424,2.0,83.1527,7.9243,1.0,False,True,True,True,True,True
42.0,1.4027,27.2921,2.0,28513.904,1.0,87.4988,7.3759,0.0,True,True,True,True,True,True
89.0,0.7004,26.7514,2.0,86634.8592,2.0,41.6482,2.6736,1.0,True,True,True,True,True,True
16.0,1.806,43.8469,0.0,11548.4955,0.0,73.7866,0.0213,1.0,True,True,True,True,True,True
78.0,2.9817,19.533,2.0,16158.6001,1.0,89.2233,5.6999,0.0,True,True,True,True,True,True
68.0,4.8402,24.8579,2.0,55125.2611,1.0,91.029,8.4734,1.0,True,True,True,True,True,True
99.0,3.9203,26.0236,2.0,67035.588,2.0,111.4638,8.5915,1.0,False,True,True,True,True,True
25.0,0.7792,23.9597,2.0,111024.0487,2.0,57.8058,1.4437,0.0,True,True,True,True,True,True
85.0,3.6278,23.6344,1.0,76933.2208,2.0,117.2161,1.0085,1.0,True,True,True,True,True,True
18.0,2.7756,24.3973,2.0,98964.0665,1.0,85.6236,3.5465,0.0,True,True,True,True,True,True
31.0,3.5711,48.0781,1.0,85441.6733,0.0,1.5944,7.4756,1.0,True,True,True,True,True,True
4.0,0.0652,35.4402,1.0,81621.0208,2.0,115.8535,0.9878,1.0,True,True,True,True,True,True
74.0,2.3762,17.9448,0.0,71523.5079,1.0,63.106,8.9715,1.0,True,True,True,True,True,True
89.0,1.7264,27.6534,0.0,99287.0893,2.0,56.5527,8.9988,0.0,True,True,True,True,True,True
98.0,3.612,34.316,0.0,64688.6765,1.0,39.2434,8.9859,1.0,False,True,True,True,True,True
70.0,3.8628,40.3453,1.0,37335.7772,2.0,71.1102,4.0738,0.0,True,True,True,True,True,True
22.0,1.9842,37.0207,0.0,52116.2767,2.0,26.0386,5.1111,0.0,False,False,True,True,True,True
81.0,2.4794,32.6542,0.0,75774.1089,1.0,83.0184,2.9423,0.0,True,True,True,True,True,True
5.0,1.3611,20.1785,0.0,103485.3619,2.0,88.9896,5.6221,0.0,True,True,True,True,True,True
28.0,2.8023,35.371,2.0,43116.1458,1.0,39.9243,4.8113,0.0,True,True,True,True,True,True
78.0,0.8107,13.9679,2.0,13807.3185,0.0,55.1512,2.1478,1.0,True,True,True,True,True,True
77.0,3.7991,38.9657,2.0,95745.0238,2.0,33.6104,9.567,1.0,False,False,False,True,True,True
89.0,2.4769,15.4406,2.0,65603.7266,1.0,53.1458,5.2271,1.0,True,True,True,True,True,True
52.0,2.9333,16.3408,2.0,3945.5948,1.0,69.9244,5.0879,0.0,True,True,True,True,True,True
65.0,0.9674,10.5698,2.0,76198.6874,1.0,104.9642,8.2755,1.0,True,True,True,True,True,True
33.0,4.1301,39.4662,2.0,38729.062,0.0,93.6639,4.9584,0.0,False,True,True,True,True,True
84.0,0.8944,43.1248,1.0,118290.2915,1.0,78.1734,0.3339,1.0,False,True,True,True,True,True
89.0,0.7431,36.0186,0.0,98067.8321,0.0,36.6098,7.3848,0.0,False,True,True,True,True,True
0.0,1.5799,48.4553,2.0,23673.3366,0.0,36.3815,5.6727,0.0,False,True,True,True,True,True
87.0,1.1055,47.87,0.0,76943.9125,2.0,3.4547,6.2128,0.0,True,True,True,False,True,True
55.0,3.1581,47.8802,1.0,117267.1616,0.0,96.8735,6.8219,0.0,True,True,True,True,True,True
72.0,0.7251,23.0874,1.0,72134.5899,0.0,101.8487,6.243,0.0,True,True,True,True,True,True
86.0,4.0936,49.2137,1.0,88140.4151,1.0,49.3873,0.2495,0.0,False,False,True,True,True,True
43.0,1.1567,15.4932,2.0,97761.9917,1.0,13.8098,6.056,1.0,False,False,True,True,True,True
87.0,1.2674,29.2258,1.0,53451.953,1.0,85.6286,1.097,0.0,True,True,True,True,True,True
15.0,1.8208,32.8847,0.0,16428.9978,1.0,41.8268,8.4559,1.0,False,True,True,True,True,True
29.0,1.6901,28.2313,2.0,91863.8854,2.0,64.3113,7.0879,1.0,False,False,True,True,True,True
42.0,2.7021,13.7438,0.0,65917.99,2.0,6.4136,8.6365,0.0,False,True,True,True,True,True
84.0,2.5226,47.341,2.0,103481.4739,2.0,36.2772,1.679,0.0,False,True,True,True,True,True
7.0,3.4476,44.3536,2.0,2539.7435,0.0,22.8262,6.9968,0.0,False,False,False,True,True,True
85.0,1.0924,49.5354,0.0,107628.7775,2.0,98.6296,8.8412,0.0,False,True,True,True,True,True
31.0,1.9711,38.5687,1.0,80166.3145,1.0,1.668,0.124,0.0,True,True,True,True,True,True
10.0,1.4824,23.3121,1.0,49021.7436,0.0,76.73,6.8975,1.0,True,True,True,True,True,True
55.0,4.3728,13.9322,1.0,39642.8763,0.0,72.0469,4.6034,1.0,True,True,True,True,True,True
76.0,4.891,22.4407,0.0,12585.7863,0.0,86.7265,5.5058,0.0,False,False,True,False,False,True
85.0,1.0882,23.0793,1.0,37346.7175,2.0,46.8442,1.8376,0.0,True,True,True,True,True,True
6.0,1.4923,44.2502,2.0,65859.9459,2.0,79.6229,9.1719,1.0,False,False,True,True,True,True
40.0,4.4079,24.5383,2.0,41347.5765,2.0,108.4874,5.013,0.0,False,True,True,True,True,True
44.0,4.8805,33.9486,2.0,78256.7307,2.0,88.8102,7.8718,0.0,False,False,True,True,True,True
20.0,4.8714,42.2125,1.0,46479.1886,2.0,12.7566,7.1853,1.0,False,False,False,False,True,True
41.0,1.908,13.1059,1.0,82281.8028,1.0,29.7557,1.0926,0.0,False,False,False,True,True,True
41.0,3.5309,12.5104,2.0,111065.6016,2.0,103.9554,8.609,1.0,False,True,True,True,True,True
94.0,1.6974,44.0891,1.0,5112.9318,1.0,74.9082,0.8543,1.0,True,True,True,True,True,True
78.0,3.8442,41.39,0.0,1258.292,2.0,119.3582,3.1392,0.0,True,True,True,True,True,True
84.0,4.1231,43.9901,1.0,113940.9684,0.0,45.3715,2.8033,0.0,True,True,True,True,True,True
55.0,2.7921,47.7454,2.0,86082.877,2.0,3.878,8.1917,0.0,True,True,True,True,True,True
31.0,0.3198,36.0196,1.0,36983.6426,2.0,54.1235,4.5539,1.0,True,True,True,True,True,True
19.0,0.0698,13.9003,0.0,49040.0675,2.0,9.2567,7.0936,0.0,False,False,True,True,True,True
76.0,3.5983,13.0628,2.0,8724.9286,0.0,56.5655,7.1245,1.0,True,True,True,True,True,True
77.0,0.6176,14.337,1.0,26166.3624,0.0,23.9799,2.6531,0.0,False,False,False,True,True,True
42.0,3.0807,18.1454,2.0,42878.074,1.0,66.9201,0.2007,0.0,True,True,True,True,True,True
21.0,0.0438,27.5799,2.0,6353.1847,0.0,59.8766,3.3399,1.0,True,True,True,True,True,True
37.0,3.1276,11.1631,2.0,73626.7005,2.0,59.9769,7.8098,0.0,False,False,False,True,True,True
4.0,0.1986,34.9121,1.0,91457.2137,1.0,28.0824,8.2588,1.0,False,False,False,True,True,True
66.0,4.9237,37.6137,2.0,13153.3715,0.0,0.6248,1.5468,0.0,False,False,True,False,False,True
